case_id,case_type,country,processing_stage,office_id,office_load,priority,document_complexity,documents_missing,client_response_delay_days,reassignment_count,days_in_stage,sla_target_days,total_processing_days,sla_breach
1492,Work Permit,UK,Documentation,104,24,Normal,Medium,4,3,0,12,45,46.1,True
1493,Tax,AU,Government Review,102,93,Normal,Low,6,9,0,5,21,64.0,True
1494,Tax,CA,Documentation,100,122,Normal,Low,2,3,0,16,21,46.5,True
1495,Tax,AU,Documentation,105,28,Normal,Low,2,27,0,32,21,75.5,True
1496,Payroll,UK,Submission,114,33,Normal,Medium,0,12,2,29,14,58.6,True
1497,Payroll,UK,Decision,101,121,Normal,Medium,3,7,1,33,14,67.5,True
1498,Work Permit,DE,Government Review,102,29,Normal,Medium,3,5,1,41,45,80.5,True
1499,Tax,US,Decision,116,52,Normal,Low,3,10,0,14,21,46.7,True
1500,PR Application,CA,Documentation,111,94,Normal,Low,6,1,0,25,90,58.8,False
1501,PR Application,AU,Documentation,117,59,Urgent,Low,5,17,2,8,83,81.8,False
1502,Work Permit,AU,Government Review,114,25,Normal,Low,5,17,3,27,45,84.0,True
1503,PR Application,AU,Submission,111,36,Urgent,Low,2,21,0,35,83,87.2,True
1504,Payroll,AU,Government Review,115,55,Normal,Low,0,11,2,22,14,61.1,True
1505,Payroll,US,Decision,107,89,Normal,Medium,1,16,0,7,14,57.6,True
1506,Relocation,DE,Decision,113,80,Normal,High,0,18,1,36,35,78.9,True
1507,Work Permit,CA,Closure,116,93,Urgent,Low,5,16,1,12,38,67.1,True
1508,Visa Renewal,AU,Submission,107,68,Normal,Medium,6,3,0,9,30,50.9,True
1509,Tax,CA,Documentation,114,125,Normal,Low,2,28,4,45,21,92.1,True
1510,Tax,UK,Government Review,113,88,Normal,Medium,0,16,1,35,21,75.9,True
1511,Relocation,CA,Intake,117,102,Normal,Medium,2,15,0,39,35,57.1,True
1512,Work Permit,CA,Documentation,119,90,Urgent,High,4,8,3,19,38,78.1,True
1513,Relocation,US,Documentation,106,43,Normal,Low,4,10,2,28,35,65.5,True
1514,Relocation,AU,Submission,102,70,Normal,Low,1,11,3,29,35,54.9,True
1515,Payroll,DE,Intake,111,61,Urgent,Low,5,10,1,8,7,51.8,True
1516,PR Application,US,Intake,102,38,Normal,Low,6,12,1,43,90,73.9,False
1517,Visa Renewal,DE,Government Review,119,81,Normal,High,4,21,2,27,30,101.8,True
1518,Relocation,UK,Government Review,113,94,Urgent,Medium,1,29,1,5,28,73.4,True
1519,Work Permit,CA,Government Review,114,86,Normal,Medium,3,7,0,29,45,71.0,True
1520,Payroll,US,Government Review,113,49,Normal,Medium,2,13,3,35,14,73.9,True
1521,Visa Renewal,AU,Intake,106,126,Normal,High,6,17,1,33,30,84.3,True
1522,Relocation,UK,Documentation,116,57,Normal,Low,3,13,0,32,35,51.7,True
1523,Visa Renewal,CA,Intake,111,25,Normal,Low,3,15,2,21,30,48.2,True
1524,Tax,UK,Decision,119,118,Normal,Medium,1,14,3,10,21,69.1,True
1525,PR Application,US,Government Review,103,41,Urgent,Low,2,21,3,42,83,97.6,True
1526,Tax,CA,Documentation,108,30,Urgent,Low,1,19,2,16,14,60.3,True
1527,Visa Renewal,US,Documentation,105,91,Urgent,Low,0,6,3,11,23,40.5,True
1528,Visa Renewal,US,Closure,115,110,Normal,Medium,3,7,0,19,30,51.2,True
1529,Work Permit,UK,Government Review,101,48,Urgent,Medium,2,29,3,13,38,93.9,True
1530,PR Application,AU,Decision,107,27,Normal,Low,3,5,2,15,90,61.4,False
1531,Work Permit,CA,Documentation,110,106,Normal,Medium,0,28,1,42,45,79.8,True
1532,PR Application,US,Documentation,112,112,Normal,Medium,5,12,2,36,90,98.0,True
1533,Tax,UK,Decision,116,99,Normal,High,0,16,0,32,21,82.7,True
1534,Payroll,AU,Government Review,107,54,Normal,Medium,5,30,0,19,14,78.6,True
1535,Relocation,DE,Government Review,117,91,Urgent,Medium,2,7,0,15,28,60.6,True
1536,Relocation,AU,Government Review,117,91,Normal,Medium,2,10,1,38,35,74.1,True
1537,Work Permit,CA,Government Review,113,64,Normal,Low,6,16,3,22,45,85.2,True
1538,PR Application,DE,Government Review,114,52,Normal,Low,0,8,2,13,90,76.8,False
1539,Tax,US,Documentation,105,125,Urgent,Medium,3,1,0,20,14,53.7,True
1540,Visa Renewal,CA,Submission,110,24,Normal,Low,4,26,2,15,30,66.9,True
1541,Relocation,CA,Decision,112,81,Normal,Low,3,9,1,7,35,52.7,True
1542,Tax,CA,Documentation,100,56,Normal,Medium,4,21,1,22,21,69.4,True
1543,Tax,AU,Government Review,105,36,Normal,Low,1,23,2,43,21,85.5,True
1544,Visa Renewal,AU,Government Review,108,41,Urgent,Low,2,20,0,20,23,71.1,True
1545,Relocation,US,Closure,107,97,Normal,Medium,0,13,0,19,35,54.7,True
1546,Work Permit,US,Submission,110,121,Normal,Medium,1,1,1,27,45,43.6,False
1547,Work Permit,CA,Submission,118,51,Normal,Medium,3,4,1,8,45,48.5,True
1548,Payroll,US,Decision,108,33,Urgent,Medium,4,16,2,18,7,66.5,True
1549,Tax,UK,Decision,116,127,Normal,Medium,5,23,2,10,21,89.6,True
1550,Tax,AU,Government Review,111,39,Normal,Low,2,7,1,41,21,65.0,True
1551,Work Permit,AU,Submission,113,41,Normal,Low,4,29,1,35,45,83.1,True
1552,Tax,UK,Documentation,114,49,Normal,Low,3,17,1,15,21,55.3,True
1553,Relocation,DE,Government Review,115,73,Urgent,Medium,6,21,1,23,28,97.8,True
1554,Visa Renewal,CA,Decision,119,52,Urgent,Medium,3,26,2,12,23,82.9,True
1555,Relocation,US,Decision,100,24,Urgent,Medium,0,23,2,27,28,64.9,True
1556,Work Permit,CA,Intake,109,37,Urgent,Medium,1,25,0,6,38,48.9,True
1557,Tax,UK,Submission,107,82,Urgent,Low,2,28,2,24,14,78.0,True
1558,PR Application,DE,Submission,117,65,Normal,Medium,0,7,0,22,90,59.3,False
1559,Work Permit,US,Closure,100,26,Urgent,Low,4,11,0,9,38,49.3,True
1560,Work Permit,CA,Government Review,101,48,Normal,Low,6,13,3,10,45,79.3,True
1561,Work Permit,CA,Submission,100,76,Normal,Medium,1,30,2,3,45,77.6,True
1562,Work Permit,AU,Intake,100,66,Normal,High,2,29,1,6,45,74.1,True
1563,PR Application,CA,Government Review,108,28,Urgent,Medium,4,22,1,26,83,96.7,True
1564,Tax,DE,Intake,112,78,Normal,High,2,2,1,45,21,64.2,True
1565,Work Permit,DE,Decision,100,124,Urgent,Low,2,28,1,14,38,76.0,True
1566,Work Permit,US,Decision,112,90,Normal,Low,5,29,1,36,45,94.9,True
1567,Relocation,UK,Submission,119,90,Normal,Low,5,30,2,42,35,83.3,True
1568,Tax,AU,Submission,106,62,Normal,Low,6,27,1,19,21,75.9,True
1569,Visa Renewal,CA,Decision,101,78,Normal,Low,1,13,2,39,30,58.5,True
1570,Visa Renewal,AU,Documentation,105,25,Normal,Medium,5,26,0,23,30,70.0,True
1571,PR Application,US,Documentation,106,129,Normal,Medium,4,3,0,5,90,69.2,False
1572,Visa Renewal,US,Closure,113,72,Urgent,High,5,0,0,44,23,56.9,True
1573,Work Permit,AU,Decision,117,83,Normal,High,6,8,2,15,45,76.3,True
1574,Tax,DE,Decision,114,123,Normal,Low,6,13,1,30,21,77.7,True
1575,PR Application,AU,Documentation,101,110,Normal,High,0,25,1,33,90,93.0,True
1576,PR Application,UK,Intake,109,23,Normal,Medium,0,9,0,38,90,64.3,False
1577,Tax,AU,Intake,111,20,Normal,Medium,0,17,1,19,21,53.3,True
1578,PR Application,DE,Documentation,116,89,Normal,Medium,6,9,0,5,90,69.5,False
1579,Work Permit,DE,Decision,107,50,Normal,Low,2,6,1,9,45,54.4,True
1580,Visa Renewal,UK,Documentation,110,84,Normal,High,3,7,0,7,30,49.4,True
1581,Work Permit,CA,Government Review,102,88,Normal,Medium,1,13,3,24,45,83.7,True
1582,Work Permit,AU,Documentation,105,38,Urgent,High,0,3,1,41,38,57.1,True
1583,PR Application,CA,Submission,108,88,Normal,High,1,26,2,16,90,91.1,True
1584,Tax,CA,Closure,105,88,Normal,Medium,5,10,0,37,21,59.0,True
1585,Payroll,CA,Documentation,108,68,Normal,Low,2,30,2,10,14,74.6,True
1586,PR Application,UK,Submission,106,50,Normal,Low,1,9,3,21,90,64.6,False
1587,Work Permit,CA,Documentation,108,79,Normal,Low,0,16,2,21,45,60.1,True
1588,Work Permit,US,Intake,117,127,Normal,Low,0,4,0,15,45,35.6,False
1589,Tax,AU,Submission,111,90,Normal,Medium,6,9,1,13,21,58.1,True
1590,Relocation,CA,Submission,107,98,Normal,Low,2,9,2,7,35,46.5,True
1591,PR Application,UK,Government Review,107,74,Urgent,High,2,21,1,40,83,109.9,True
1592,Tax,US,Decision,117,96,Urgent,Medium,4,6,0,8,14,53.5,True
1593,Tax,US,Government Review,119,95,Urgent,Low,2,16,2,43,14,84.8,True
1594,Tax,US,Intake,114,102,Normal,Medium,3,28,0,41,21,76.2,True
1595,Work Permit,UK,Government Review,106,96,Normal,Medium,3,19,1,38,45,90.7,True
1596,Tax,US,Intake,110,110,Normal,Medium,0,11,2,2,21,52.3,True
1597,Tax,AU,Government Review,119,57,Normal,Medium,5,4,2,37,21,75.4,True
1598,Visa Renewal,US,Government Review,115,52,Normal,Low,2,4,0,22,30,44.2,True
1599,PR Application,US,Documentation,103,25,Normal,Medium,3,22,0,4,90,76.3,False
1600,Visa Renewal,US,Decision,105,32,Normal,Medium,6,3,3,7,30,58.3,True
1601,Payroll,US,Closure,102,96,Urgent,Medium,3,25,2,1,7,66.9,True
1602,Work Permit,DE,Decision,108,96,Normal,Medium,6,6,2,19,45,72.3,True
1603,Relocation,AU,Documentation,109,39,Normal,Low,4,23,0,30,35,64.7,True
1604,Work Permit,UK,Government Review,113,119,Normal,Low,5,1,2,2,45,55.7,True
1605,Tax,US,Closure,110,56,Normal,Medium,6,29,1,13,21,77.9,True
1606,Work Permit,US,Documentation,117,64,Normal,High,5,0,3,28,45,58.6,True
1607,Visa Renewal,CA,Decision,111,92,Normal,Low,2,28,0,14,30,73.5,True
1608,Relocation,AU,Intake,111,100,Normal,Low,4,25,2,3,35,73.9,True
1609,Payroll,US,Intake,112,118,Normal,Low,5,9,0,16,14,42.9,True
1610,Work Permit,DE,Decision,112,78,Normal,Low,5,0,2,25,45,69.8,True
1611,Work Permit,CA,Decision,118,71,Normal,Low,6,12,1,3,45,71.3,True
1612,Tax,US,Decision,118,37,Normal,Low,1,16,3,34,21,65.2,True
1613,Relocation,CA,Closure,113,44,Normal,Medium,4,8,2,3,35,54.2,True
1614,Payroll,US,Intake,103,98,Normal,Low,5,3,5,41,14,68.2,True
1615,Work Permit,DE,Documentation,112,106,Urgent,Low,1,8,2,29,38,70.4,True
1616,PR Application,US,Closure,107,20,Normal,Low,1,6,2,40,90,53.5,False
1617,Visa Renewal,UK,Documentation,118,60,Normal,High,5,30,2,19,30,95.1,True
1618,Work Permit,US,Government Review,111,121,Urgent,Medium,6,22,2,20,38,104.5,True
1619,Tax,AU,Government Review,117,37,Urgent,High,2,28,1,21,14,95.7,True
1620,PR Application,US,Intake,105,20,Urgent,Medium,1,1,5,20,83,64.7,False
1621,Tax,AU,Documentation,117,58,Normal,Low,1,17,4,28,21,77.0,True
1622,Visa Renewal,DE,Government Review,118,93,Normal,Low,4,27,3,27,30,98.6,True
1623,Relocation,AU,Decision,104,50,Normal,Medium,2,20,0,44,35,76.5,True
1624,Relocation,CA,Government Review,108,121,Normal,Medium,6,14,0,25,35,87.5,True
1625,Payroll,UK,Government Review,102,90,Urgent,Medium,2,9,1,2,7,60.1,True
1626,Visa Renewal,CA,Submission,109,57,Normal,Medium,1,16,4,43,30,77.5,True
1627,Visa Renewal,US,Documentation,118,27,Urgent,Medium,6,6,0,24,23,52.9,True
1628,Visa Renewal,CA,Intake,102,53,Normal,Low,4,30,1,33,30,87.2,True
1629,Relocation,US,Submission,114,92,Normal,Medium,4,10,4,19,35,72.9,True
1630,Visa Renewal,AU,Intake,100,108,Urgent,Medium,4,6,4,26,23,73.7,True
1631,Payroll,US,Documentation,106,46,Normal,Low,4,10,4,41,14,79.7,True
1632,Visa Renewal,UK,Submission,111,60,Urgent,Medium,0,23,2,3,23,55.9,True
1633,Payroll,UK,Submission,116,26,Normal,Medium,6,22,2,27,14,80.5,True
1634,Work Permit,CA,Intake,119,51,Normal,Low,5,23,2,14,45,67.9,True
1635,PR Application,UK,Government Review,104,92,Normal,Low,1,14,1,20,90,88.6,False
1636,Payroll,US,Government Review,103,100,Urgent,Low,1,30,2,35,7,83.8,True
1637,Work Permit,UK,Intake,111,118,Normal,Low,1,18,3,23,45,64.7,True
1638,Payroll,US,Closure,119,35,Normal,Low,2,18,0,25,14,46.8,True
1639,Relocation,AU,Intake,117,21,Normal,Low,6,23,2,4,35,62.5,True
1640,Payroll,DE,Decision,116,62,Normal,Low,2,24,0,2,14,54.0,True
1641,PR Application,AU,Intake,118,50,Normal,Low,4,9,3,2,90,73.2,False
1642,Visa Renewal,US,Decision,108,99,Normal,High,5,15,1,25,30,84.4,True
1643,Work Permit,US,Intake,103,66,Normal,Low,6,19,2,23,45,67.4,True
1644,Visa Renewal,US,Decision,101,52,Normal,Low,2,7,1,21,30,47.9,True
1645,Work Permit,US,Submission,103,104,Urgent,Low,3,0,0,45,38,55.0,True
1646,Work Permit,US,Government Review,101,36,Normal,Medium,6,1,1,25,45,71.4,True
1647,Work Permit,UK,Submission,114,118,Urgent,Low,1,28,1,27,38,73.4,True
1648,Relocation,US,Intake,101,73,Normal,Low,1,9,2,11,35,37.6,True
1649,Tax,CA,Decision,103,73,Urgent,Low,0,9,0,14,14,40.7,True
1650,Work Permit,AU,Intake,105,70,Normal,High,0,9,2,17,45,61.0,True
1651,Work Permit,UK,Closure,106,71,Normal,Medium,3,8,0,15,45,48.5,True
1652,PR Application,CA,Intake,109,26,Urgent,Low,0,17,0,31,83,63.4,False
1653,Work Permit,CA,Submission,118,73,Normal,Low,5,30,2,34,45,90.5,True
1654,Work Permit,CA,Government Review,118,112,Normal,Low,4,1,2,36,45,73.0,True
1655,Work Permit,US,Submission,111,30,Urgent,Low,4,23,4,40,38,83.7,True
1656,Payroll,UK,Documentation,102,81,Normal,Medium,6,4,1,44,14,76.8,True
1657,Tax,CA,Decision,112,49,Urgent,Medium,1,20,2,13,14,59.7,True
1658,Visa Renewal,AU,Decision,117,101,Normal,Medium,4,10,2,18,30,68.6,True
1659,PR Application,DE,Closure,107,76,Normal,Low,0,5,0,17,90,46.0,False
1660,Relocation,UK,Submission,114,65,Normal,Medium,3,7,2,45,35,71.9,True
1661,PR Application,CA,Government Review,100,99,Normal,Low,5,7,2,44,90,95.6,True
1662,Tax,US,Submission,102,89,Normal,Low,4,24,1,39,21,69.0,True
1663,PR Application,DE,Documentation,107,85,Normal,Medium,1,9,0,28,90,66.7,False
1664,Visa Renewal,CA,Decision,103,74,Normal,Low,1,10,0,26,30,51.7,True
1665,Work Permit,US,Documentation,115,126,Normal,Medium,5,18,0,14,45,71.1,True
1666,Relocation,US,Submission,109,126,Normal,High,0,24,3,37,35,91.8,True
1667,Payroll,US,Submission,111,77,Urgent,Low,4,13,0,11,7,48.9,True
1668,Relocation,DE,Government Review,113,29,Normal,High,0,10,4,32,35,82.9,True
1669,Tax,US,Closure,113,23,Normal,Low,1,2,0,24,21,30.9,True
1670,Payroll,CA,Government Review,101,93,Urgent,Low,3,0,1,31,7,59.1,True
1671,Work Permit,CA,Submission,104,92,Normal,Medium,4,27,0,40,45,84.7,True
1672,Tax,UK,Decision,104,81,Urgent,Medium,6,26,0,41,14,96.4,True
1673,PR Application,AU,Government Review,105,128,Normal,Low,3,20,1,8,90,92.5,True
1674,Payroll,AU,Intake,112,62,Normal,Medium,5,22,1,39,14,74.4,True
1675,Payroll,CA,Intake,108,61,Normal,High,4,2,1,8,14,45.9,True
1676,Tax,US,Intake,114,43,Normal,Low,1,8,2,31,21,55.0,True
1677,Visa Renewal,CA,Submission,113,24,Urgent,High,4,0,1,19,23,49.9,True
1678,Tax,UK,Decision,106,118,Normal,Medium,1,21,2,36,21,80.9,True
1679,Work Permit,UK,Documentation,119,87,Normal,High,2,30,1,39,45,96.1,True
1680,Tax,UK,Submission,101,118,Normal,Low,1,11,4,32,21,70.4,True
1681,Payroll,US,Closure,106,125,Normal,Medium,1,11,6,21,14,84.0,True
1682,Visa Renewal,UK,Decision,105,96,Normal,Low,5,5,0,23,30,57.3,True
1683,PR Application,US,Government Review,116,120,Normal,High,4,29,2,36,90,124.4,True
1684,Relocation,DE,Documentation,101,115,Urgent,Medium,3,28,4,15,28,96.6,True
1685,Relocation,CA,Intake,102,64,Urgent,Low,1,7,0,2,28,24.7,False
1686,Visa Renewal,UK,Intake,104,78,Normal,Low,4,30,4,12,30,79.8,True
1687,Tax,US,Intake,104,84,Normal,Medium,1,28,1,38,21,82.8,True
1688,Payroll,CA,Documentation,100,82,Normal,Medium,0,2,1,6,14,41.0,True
1689,Payroll,UK,Government Review,107,94,Normal,Low,0,27,1,38,14,87.1,True
1690,Work Permit,US,Intake,111,109,Normal,Low,0,20,3,1,45,63.9,True
1691,Tax,DE,Intake,103,86,Normal,Medium,0,10,4,38,21,64.1,True
1692,Tax,UK,Documentation,112,68,Normal,Low,3,25,2,26,21,84.5,True
1693,Visa Renewal,UK,Government Review,114,96,Urgent,Low,5,10,1,23,23,64.0,True
1694,Work Permit,CA,Government Review,110,51,Urgent,High,1,30,1,1,38,89.3,True
1695,Visa Renewal,CA,Government Review,109,69,Normal,Low,0,4,2,21,30,44.4,True
1696,Payroll,UK,Documentation,102,106,Normal,Low,4,23,1,19,14,61.5,True
1697,PR Application,CA,Submission,113,77,Normal,Low,0,6,1,29,90,62.0,False
1698,Tax,UK,Intake,115,71,Normal,High,2,18,1,26,21,66.8,True
1699,Visa Renewal,CA,Documentation,109,42,Normal,Low,2,30,1,34,30,79.8,True
1700,Tax,US,Decision,109,49,Normal,Medium,5,6,1,17,21,48.0,True
1701,Work Permit,US,Closure,111,89,Urgent,High,3,9,2,18,38,69.5,True
1702,Visa Renewal,US,Government Review,108,90,Urgent,Low,6,7,2,32,23,71.4,True
1703,PR Application,CA,Closure,100,49,Normal,Medium,2,20,0,4,90,62.2,False
1704,Work Permit,DE,Government Review,104,56,Normal,Low,4,26,1,30,45,97.5,True
1705,Tax,DE,Intake,119,67,Normal,Medium,0,20,0,31,21,67.4,True
1706,Visa Renewal,US,Closure,107,51,Urgent,Low,2,29,1,18,23,66.3,True
1707,PR Application,AU,Intake,110,89,Urgent,Medium,2,13,0,5,83,53.6,False
1708,Relocation,CA,Government Review,111,54,Normal,Low,3,26,2,32,35,81.9,True
1709,PR Application,AU,Documentation,100,115,Normal,Low,2,0,3,29,90,71.3,False
1710,Work Permit,UK,Submission,119,95,Normal,High,0,12,1,12,45,60.9,True
1711,Work Permit,UK,Government Review,110,87,Normal,Low,5,23,3,15,45,96.2,True
1712,Payroll,US,Submission,104,51,Normal,Medium,6,28,4,15,14,96.3,True
1713,Visa Renewal,US,Documentation,114,78,Normal,Low,5,5,3,35,30,62.2,True
1714,Tax,US,Documentation,104,54,Urgent,Low,5,5,1,35,14,52.1,True
1715,Payroll,UK,Documentation,111,35,Normal,Medium,6,30,4,43,14,95.5,True
1716,Work Permit,CA,Closure,104,98,Urgent,Low,1,20,4,14,38,67.2,True
1717,Visa Renewal,DE,Decision,116,124,Normal,High,0,4,2,39,30,74.8,True
1718,PR Application,CA,Submission,116,71,Urgent,Medium,2,29,1,18,83,86.5,True
1719,Payroll,DE,Documentation,111,85,Normal,Low,2,2,1,38,14,55.1,True
1720,Payroll,US,Decision,114,25,Normal,Medium,6,11,1,22,14,65.7,True
1721,Relocation,US,Documentation,114,33,Normal,Low,2,14,0,38,35,57.2,True
1722,Tax,CA,Documentation,105,124,Urgent,Low,3,2,0,11,14,42.0,True
1723,Work Permit,CA,Submission,111,48,Urgent,Medium,4,15,0,3,38,56.3,True
1724,Payroll,CA,Decision,119,125,Normal,Low,0,17,1,14,14,54.8,True
1725,Payroll,DE,Intake,117,45,Normal,Low,5,8,1,44,14,52.6,True
1726,Work Permit,US,Intake,113,37,Normal,Medium,2,7,1,25,45,45.0,True
1727,Visa Renewal,CA,Submission,101,23,Normal,Medium,6,10,1,14,30,58.5,True
1728,Work Permit,DE,Documentation,108,120,Urgent,Medium,1,2,2,31,38,62.2,True
1729,Visa Renewal,US,Government Review,104,76,Normal,Medium,3,4,1,25,30,69.1,True
1730,Tax,AU,Submission,119,72,Normal,Medium,4,30,1,41,21,88.3,True
1731,Visa Renewal,AU,Submission,100,121,Normal,Medium,2,9,2,19,30,63.8,True
1732,Work Permit,US,Intake,102,44,Normal,Low,5,30,2,12,45,79.4,True
1733,Visa Renewal,US,Intake,105,66,Urgent,High,0,4,2,7,23,41.5,True
1734,Payroll,CA,Decision,104,71,Normal,Low,1,7,3,14,14,59.3,True
1735,PR Application,DE,Decision,104,112,Normal,Medium,5,5,2,29,90,76.2,False
1736,Relocation,UK,Documentation,100,53,Urgent,High,3,22,1,14,28,87.0,True
1737,Work Permit,UK,Intake,116,35,Normal,Medium,0,20,2,23,45,64.6,True
1738,Payroll,DE,Intake,118,120,Normal,High,6,15,0,14,14,68.5,True
1739,Tax,US,Government Review,113,113,Normal,Low,0,11,2,23,21,58.7,True
1740,Visa Renewal,DE,Government Review,111,106,Normal,Low,3,16,2,8,30,71.8,True
1741,Work Permit,UK,Submission,109,55,Normal,High,6,7,1,13,45,69.3,True
1742,Work Permit,UK,Government Review,119,47,Normal,Low,0,3,2,36,45,63.1,True
1743,Work Permit,AU,Government Review,117,84,Normal,Medium,6,20,1,44,45,107.6,True
1744,PR Application,UK,Closure,110,91,Normal,Low,6,16,2,1,90,75.1,False
1745,Payroll,US,Intake,101,72,Normal,Medium,1,2,1,37,14,46.5,True
1746,Relocation,CA,Documentation,117,61,Normal,Medium,1,30,1,26,35,79.9,True
1747,Tax,CA,Intake,106,98,Urgent,Low,6,17,2,4,14,58.7,True
1748,Relocation,US,Decision,114,117,Normal,Medium,0,15,2,16,35,68.0,True
1749,Tax,AU,Decision,110,38,Urgent,Medium,2,27,5,25,14,90.8,True
1750,Tax,US,Government Review,117,63,Normal,Low,0,1,2,19,21,53.6,True
1751,Work Permit,UK,Intake,111,49,Normal,Medium,2,12,1,20,45,51.7,True
1752,Visa Renewal,CA,Documentation,105,93,Normal,Medium,0,0,3,26,30,51.7,True
1753,PR Application,US,Documentation,119,63,Urgent,Low,5,21,2,32,83,91.8,True
1754,Work Permit,AU,Government Review,112,46,Normal,Medium,4,30,1,3,45,83.1,True
1755,Visa Renewal,AU,Documentation,119,103,Normal,Low,1,30,4,7,30,81.0,True
1756,Relocation,CA,Intake,115,108,Urgent,Low,0,23,1,32,28,60.3,True
1757,Payroll,US,Government Review,117,92,Urgent,Medium,1,2,1,5,7,53.9,True
1758,Relocation,US,Documentation,109,123,Normal,Medium,3,0,1,21,35,63.9,True
1759,Tax,CA,Submission,107,53,Urgent,High,4,29,0,30,14,81.0,True
1760,Relocation,US,Intake,117,104,Normal,Low,2,25,1,20,35,69.7,True
1761,Tax,CA,Decision,100,43,Normal,Low,3,1,3,29,21,54.7,True
1762,PR Application,AU,Government Review,107,75,Normal,Low,4,18,3,24,90,95.9,True
1763,Payroll,UK,Closure,105,26,Normal,Medium,3,21,0,1,14,50.1,True
1764,Relocation,AU,Submission,104,87,Normal,Low,1,29,0,43,35,82.0,True
1765,PR Application,UK,Closure,114,70,Normal,Medium,5,2,1,25,90,66.5,False
1766,PR Application,CA,Decision,114,27,Normal,Low,4,24,1,27,90,89.8,False
1767,Relocation,AU,Government Review,101,75,Normal,Medium,3,27,1,25,35,91.8,True
1768,Work Permit,CA,Closure,100,96,Urgent,Medium,2,0,1,21,38,40.5,True
1769,Work Permit,AU,Documentation,110,77,Normal,High,4,22,2,17,45,89.0,True
1770,Work Permit,US,Submission,109,104,Urgent,Low,4,25,4,28,38,82.0,True
1771,Tax,US,Intake,117,118,Urgent,Medium,3,23,2,32,14,76.6,True
1772,Visa Renewal,AU,Government Review,117,88,Urgent,Medium,5,8,3,44,23,89.4,True
1773,Work Permit,UK,Government Review,116,27,Urgent,Medium,6,7,2,34,38,92.0,True
1774,Tax,AU,Decision,107,85,Normal,Low,6,4,2,22,21,70.6,True
1775,Visa Renewal,AU,Intake,114,43,Normal,High,6,0,1,42,30,65.7,True
1776,Relocation,US,Submission,107,61,Normal,Low,6,14,2,19,35,73.6,True
1777,Work Permit,CA,Documentation,116,73,Normal,Low,0,16,2,8,45,53.5,True
1778,Payroll,CA,Government Review,111,35,Normal,Medium,2,29,1,2,14,66.7,True
1779,Tax,UK,Documentation,107,23,Normal,Medium,2,14,0,5,21,51.7,True
1780,Tax,DE,Closure,113,78,Urgent,Medium,6,7,0,28,14,61.3,True
1781,Relocation,US,Documentation,103,113,Urgent,Low,3,22,2,4,28,65.3,True
1782,Tax,UK,Documentation,100,65,Normal,Low,5,20,2,36,21,73.2,True
1783,Work Permit,UK,Decision,100,113,Normal,Medium,1,25,1,1,45,78.5,True
1784,Work Permit,US,Submission,118,118,Normal,Low,1,2,0,15,45,32.9,False
1785,Work Permit,DE,Intake,115,125,Urgent,High,6,8,1,13,38,76.8,True
1786,PR Application,UK,Submission,113,32,Normal,High,0,19,1,31,90,81.7,False
1787,Relocation,AU,Intake,115,56,Normal,Medium,0,13,1,17,35,54.2,True
1788,Relocation,CA,Closure,104,73,Normal,Low,3,5,1,6,35,45.5,True
1789,Work Permit,US,Government Review,108,68,Normal,High,5,26,0,24,45,94.7,True
1790,Relocation,CA,Documentation,101,94,Urgent,Low,1,19,1,13,28,53.7,True
1791,Tax,US,Government Review,117,77,Normal,Low,2,24,1,21,21,83.3,True
